MUNICIPALIDAD,DEPARTAMENTO,ZONA GEOGRAFICA,POBLACION,PIA,PIM,AVANCE %,DEVENGADO
151004-301392: MUNICIPALIDAD DISTRITAL DE AYAVIRI,LIMA,DISTRITO,518,"5,000","8,627",100.00,"8,627"
151015-301403: MUNICIPALIDAD DISTRITAL DE HUANGASCAR,LIMA,DISTRITO,648,0,"7,200",100.00,"7,200"
151025-301413: MUNICIPALIDAD DISTRITAL DE QUINOCAY,LIMA,DISTRITO,415,0,"21,000",100.00,"21,000"
151030-301418: MUNICIPALIDAD DISTRITAL DE TOMAS,LIMA,DISTRITO,484,0,"1,150",100.00,"1,150"
160508-301461: MUNICIPALIDAD DISTRITAL DE SOPLIN,LORETO,DISTRITO,701,0,"30,300",100.00,"30,300"
190106-301506: MUNICIPALIDAD DISTRITAL DE PALLANCHACRA,PASCO,DISTRITO,540,0,"12,000",100.00,"12,000"
190205-301518: MUNICIPALIDAD DISTRITAL DE SAN PEDRO DE PILLAO,PASCO,DISTRITO,991,0,"10,000",100.00,"10,000"
211306-301699: MUNICIPALIDAD DISTRITAL DE TINICACHI,PUNO,DISTRITO,876,"3,480","1,500",100.00,"1,500"
120802-301109: MUNICIPALIDAD DISTRITAL DE CHACAPALPA,JUNIN,DISTRITO,665,0,"39,695",99.90,"39,651"
010309-300036: MUNICIPALIDAD DISTRITAL DE SAN CARLOS,AMAZONAS,DISTRITO,551,"3,000","3,000",99.70,"2,991"
021506-300204: MUNICIPALIDAD DISTRITAL DE LACABAMBA,ANCASH,DISTRITO,517,"98,080","20,080",99.60,"20,000"
151010-301398: MUNICIPALIDAD DISTRITAL DE COCHAS,LIMA,DISTRITO,213,0,"61,000",99.00,"60,360"
040810-300438: MUNICIPALIDAD DISTRITAL DE TOMEPAMPA,AREQUIPA,DISTRITO,658,0,"61,044",98.60,"60,208"
151009-301397: MUNICIPALIDAD DISTRITAL DE CHOCOS,LIMA,DISTRITO,770,0,"92,444",98.20,"90,742"
090724-301887: MUNICIPALIDAD DISTRITAL DE LAMBRAS,HUANCAVELICA,DISTRITO,,0,"19,562",98.00,"19,162"
090411-300839: MUNICIPALIDAD DISTRITAL DE SANTA ANA,HUANCAVELICA,DISTRITO,834,0,"60,411",95.50,"57,668"
030206-300265: MUNICIPALIDAD DISTRITAL DE HUAYANA,APURIMAC,DISTRITO,751,"40,000","75,560",92.20,"69,700"
040508-300402: MUNICIPALIDAD DISTRITAL DE HUANCA,AREQUIPA,DISTRITO,967,0,"75,935",92.00,"69,851"
021408-300196: MUNICIPALIDAD DISTRITAL DE SAN CRISTOBAL DE RAJAN,ANCASH,DISTRITO,437,0,"160,232",88.80,"142,284"
101007-300952: MUNICIPALIDAD DISTRITAL DE SAN MIGUEL DE CAURI,HUANUCO,DISTRITO,5120,0,"33,200",88.00,"29,200"
151033-301421: MUNICIPALIDAD DISTRITAL DE VITIS,LIMA,DISTRITO,274,0,"100,712",88.00,"88,613"
150721-301359: MUNICIPALIDAD DISTRITAL DE SAN LORENZO DE QUINTI,LIMA,DISTRITO,1128,"7,500","47,401",86.50,"40,985"
210502-301641: MUNICIPALIDAD DISTRITAL DE CAPASO,PUNO,DISTRITO,1107,"15,000","15,000",86.20,"12,925"
010513-300055: MUNICIPALIDAD DISTRITAL DE OCUMAL,AMAZONAS,DISTRITO,3712,0,"4,000",85.00,"3,400"
120433-301084: MUNICIPALIDAD DISTRITAL DE YAULI,JUNIN,DISTRITO,1055,0,"16,709",84.90,"14,189"
040116-300346: MUNICIPALIDAD DISTRITAL DE SABANDIA,AREQUIPA,DISTRITO,4544,"57,559","95,962",84.50,"81,119"
130907-301195: MUNICIPALIDAD DISTRITAL DE SARIN,LA LIBERTAD,DISTRITO,9904,0,"66,400",84.50,"56,080"
060603-300607: MUNICIPALIDAD DISTRITAL DE CHOROS,CAJAMARCA,DISTRITO,3286,0,"52,931",83.80,"44,356"
210902-301673: MUNICIPALIDAD DISTRITAL DE CONIMA,PUNO,DISTRITO,3263,"21,580","52,924",83.80,"44,324"
050301-300460: MUNICIPALIDAD PROVINCIAL DE HUANCA SANCOS - SANCOS,AYACUCHO,PROVINCIA,8341,"15,000","15,000",83.40,"12,516"
120214-301044: MUNICIPALIDAD DISTRITAL DE SAN JOSE DE QUERO,JUNIN,DISTRITO,5702,0,"16,000",81.30,"13,000"
120431-301082: MUNICIPALIDAD DISTRITAL DE SINCOS,JUNIN,DISTRITO,4217,0,"42,557",81.20,"34,557"
120421-301072: MUNICIPALIDAD DISTRITAL DE MUQUIYAUYO,JUNIN,DISTRITO,2380,"84,000","16,357",81.00,"13,244"
100207-300901: MUNICIPALIDAD DISTRITAL DE SAN RAFAEL,HUANUCO,DISTRITO,8772,0,"34,630",80.90,"28,030"
090707-300874: MUNICIPALIDAD DISTRITAL DE HUACHOCOLPA,HUANCAVELICA,DISTRITO,3201,0,"74,875",80.60,"60,317"
020401-300108: MUNICIPALIDAD PROVINCIAL DE ASUNCION - CHACAS,ANCASH,PROVINCIA,7896,"148,100","184,100",79.90,"147,100"
020803-300141: MUNICIPALIDAD DISTRITAL DE COMANDANTE NOEL,ANCASH,DISTRITO,2340,0,"260,312",78.90,"205,378"
090404-300832: MUNICIPALIDAD DISTRITAL DE CAPILLAS,HUANCAVELICA,DISTRITO,915,"100,756","782,696",78.90,"617,930"
250303-301828: MUNICIPALIDAD DISTRITAL DE CURIMANA,UCAYALI,DISTRITO,10219,0,"51,000",78.40,"40,000"
090511-301845: MUNICIPALIDAD DISTRITAL DE COSME,HUANCAVELICA,DISTRITO,2983,0,"210,170",78.10,"164,198"
020610-300134: MUNICIPALIDAD DISTRITAL DE TINCO,ANCASH,DISTRITO,3861,0,"147,979",77.80,"115,121"
140206-301237: MUNICIPALIDAD DISTRITAL DE PUEBLO NUEVO,LAMBAYEQUE,DISTRITO,16007,"30,000","38,225",77.60,"29,664"
021008-300157: MUNICIPALIDAD DISTRITAL DE HUANTAR,ANCASH,DISTRITO,2746,"559,960","256,675",77.50,"198,905"
020611-300135: MUNICIPALIDAD DISTRITAL DE YUNGAR,ANCASH,DISTRITO,3288,0,"243,469",77.40,"188,471"
50107-300446: MUNICIPALIDAD DISTRITAL DE PACAICASA,AYACUCHO,DISTRITO,3565,"242,837","420,477",77.40,"325,590"
160702-301437: MUNICIPALIDAD DISTRITAL DE CAHUAPANAS,LORETO,DISTRITO,8565,"15,000","129,000",76.70,"99,000"
090310-300826: MUNICIPALIDAD DISTRITAL DE SAN ANTONIO DE ANTAPARCO,HUANCAVELICA,DISTRITO,2429,"884,482","320,501",76.50,"245,240"
240304-301815: MUNICIPALIDAD DISTRITAL DE PAPAYAL,TUMBES,DISTRITO,7133,0,"442,757",75.90,"335,898"
210205-301612: MUNICIPALIDAD DISTRITAL DE CAMINACA,PUNO,DISTRITO,2980,"12,200","181,274",75.40,"136,670"
100901-300941: MUNICIPALIDAD PROVINCIAL DE PUERTO INCA,HUANUCO,PROVINCIA,10665,"95,400","20,000",75.00,"15,000"
090610-300861: MUNICIPALIDAD DISTRITAL DE SAN ANTONIO DE CUSICANCHA,HUANCAVELICA,DISTRITO,1431,0,"122,971",74.20,"91,208"
210606-301650: MUNICIPALIDAD DISTRITAL DE ROSASPATA,PUNO,DISTRITO,4039,"10,000","317,622",74.10,"235,504"
060309-300574: MUNICIPALIDAD DISTRITAL DE SOROCHUCO,CAJAMARCA,DISTRITO,7514,0,"121,277",73.90,"89,675"
050706-300505: MUNICIPALIDAD DISTRITAL DE PUYUSCA,AYACUCHO,DISTRITO,2123,"163,410","443,410",73.40,"325,611"
140103-301214: MUNICIPALIDAD DISTRITAL DE ETEN,LAMBAYEQUE,DISTRITO,13118,0,"13,220",71.70,"9,482"
021009-300158: MUNICIPALIDAD DISTRITAL DE MASIN,ANCASH,DISTRITO,1360,0,"101,000",71.30,"72,000"
200206-301543: MUNICIPALIDAD DISTRITAL DE PACAIPAMPA,PIURA,DISTRITO,21267,0,"20,878",71.30,"14,878"
040804-300432: MUNICIPALIDAD DISTRITAL DE HUAYNACOTAS,AREQUIPA,DISTRITO,1867,0,"396,062",70.90,"280,666"
100502-300917: MUNICIPALIDAD DISTRITAL DE ARANCAY,HUANUCO,DISTRITO,1316,0,"179,081",70.40,"126,013"
211204-301688: MUNICIPALIDAD DISTRITAL DE PATAMBUCO,PUNO,DISTRITO,4212,0,"328,640",69.80,"229,343"
100701-300934: MUNICIPALIDAD PROVINCIAL DE MARAÑON - HUACRACHUCO,HUANUCO,PROVINCIA,15048,"35,450","97,861",69.30,"67,826"
030404-300289: MUNICIPALIDAD DISTRITAL DE CHAPIMARCA,APURIMAC,DISTRITO,1907,0,"463,309",69.20,"320,440"
110204-300977: MUNICIPALIDAD DISTRITAL DE CHINCHA BAJA,ICA,DISTRITO,14613,0,"51,000",68.60,"35,000"
010502-300044: MUNICIPALIDAD DISTRITAL DE CAMPORREDONDO,AMAZONAS,DISTRITO,7515,0,"401,275",68.40,"274,529"
110403-300992: MUNICIPALIDAD DISTRITAL DE RIO GRANDE,ICA,DISTRITO,2946,0,"344,319",67.90,"233,652"
021205-300175: MUNICIPALIDAD DISTRITAL DE MATO,ANCASH,DISTRITO,1967,0,"115,999",67.80,"78,626"
030403-300288: MUNICIPALIDAD DISTRITAL DE CARAYBAMBA,APURIMAC,DISTRITO,919,0,"815,487",67.00,"546,533"
120415-301066: MUNICIPALIDAD DISTRITAL DE MARCO,JUNIN,DISTRITO,1447,0,"308,284",66.70,"205,580"
220305-301717: MUNICIPALIDAD DISTRITAL DE SHATOJA,SAN MARTIN,DISTRITO,3225,0,"131,275",66.70,"87,522"
060502-300598: MUNICIPALIDAD DISTRITAL DE CHILETE,CAJAMARCA,DISTRITO,2752,"10,000","296,131",66.50,"196,882"
120133-301027: MUNICIPALIDAD DISTRITAL DE SAPALLANGA,JUNIN,DISTRITO,25401,0,"29,040",66.30,"19,240"
030417-300302: MUNICIPALIDAD DISTRITAL DE YANACA,APURIMAC,DISTRITO,987,0,"535,071",66.10,"353,884"
060614-300618: MUNICIPALIDAD DISTRITAL DE SOCOTA,CAJAMARCA,DISTRITO,9156,0,"231,959",65.70,"152,509"
140305-301242: MUNICIPALIDAD DISTRITAL DE MOCHUMI,LAMBAYEQUE,DISTRITO,19750,"50,000","52,500",65.60,"34,432"
060105-300553: MUNICIPALIDAD DISTRITAL DE ENCAÑADA,CAJAMARCA,DISTRITO,20052,0,"71,000",65.50,"46,477"
130204-301143: MUNICIPALIDAD DISTRITAL DE MAGDALENA DE CAO,LA LIBERTAD,DISTRITO,2669,"212,710","218,033",64.70,"141,143"
210307-301629: MUNICIPALIDAD DISTRITAL DE ITUATA,PUNO,DISTRITO,8569,"20,000","467,382",63.60,"297,259"
040313-300380: MUNICIPALIDAD DISTRITAL DE YAUCA,AREQUIPA,DISTRITO,2029,0,"452,043",63.00,"285,001"
101006-300951: MUNICIPALIDAD DISTRITAL DE SAN FRANCISCO DE ASIS,HUANUCO,DISTRITO,1152,0,"268,915",63.00,"169,510"
010705-300082: MUNICIPALIDAD DISTRITAL DE JAMALCA,AMAZONAS,DISTRITO,7215,"100,000","434,657",62.90,"273,250"
220503-301726: MUNICIPALIDAD DISTRITAL DE BARRANQUITA,SAN MARTIN,DISTRITO,7435,0,"127,186",62.90,"80,000"
090119-300875: MUNICIPALIDAD DISTRITAL DE HUANDO,HUANCAVELICA,DISTRITO,6490,0,"408,380",61.80,"252,218"
211303-301696: MUNICIPALIDAD DISTRITAL DE COPANI,PUNO,DISTRITO,4930,0,"277,721",60.60,"168,180"
210903-301674: MUNICIPALIDAD DISTRITAL DE HUAYRAPATA,PUNO,DISTRITO,2488,0,"299,770",60.20,"180,318"
150812-301382: MUNICIPALIDAD DISTRITAL DE VEGUETA,LIMA,DISTRITO,28156,"863,626","401,225",58.00,"232,713"
021602-300211: MUNICIPALIDAD DISTRITAL DE HUAYLLAN,ANCASH,DISTRITO,3051,0,"842,602",52.50,"441,973"
080207-300698: MUNICIPALIDAD DISTRITAL DE SANGARARA,CUSCO ,DISTRITO,3404,0,"792,964",52.50,"416,190"
210214-301621: MUNICIPALIDAD DISTRITAL DE SANTIAGO DE PUPUJA,PUNO,DISTRITO,4509,"379,999","765,028",52.00,"397,432"
190201-301514: MUNICIPALIDAD PROVINCIAL DE DANIEL A. CARRION - YANAHUANCA,PASCO,PROVINCIA,34912,"16,180","428,384",50.50,"216,300"
090607-300858: MUNICIPALIDAD DISTRITAL DE PILPICHACA,HUANCAVELICA,DISTRITO,2899,0,"753,693",49.70,"374,798"
081301-300785: MUNICIPALIDAD PROVINCIAL DE URUBAMBA,CUSCO ,PROVINCIA,70043,0,"65,000",49.20,"32,000"
060604-300608: MUNICIPALIDAD DISTRITAL DE CUJILLO,CAJAMARCA,DISTRITO,2569,0,"659,154",48.60,"320,439"
010605-300070: MUNICIPALIDAD DISTRITAL DE LIMABAMBA,AMAZONAS,DISTRITO,2431,"118,564","738,329",48.50,"358,282"
080204-300695: MUNICIPALIDAD DISTRITAL DE MOSOC LLACTA,CUSCO ,DISTRITO,1069,"150,000","545,804",47.70,"260,590"
081307-300791: MUNICIPALIDAD DISTRITAL DE YUCAY,CUSCO ,DISTRITO,3402,"248,486","632,000",47.70,"301,203"
030503-300305: MUNICIPALIDAD DISTRITAL DE COYLLURQUI,APURIMAC,DISTRITO,6756,0,"818,168",47.00,"384,650"
140201-301232: MUNICIPALIDAD PROVINCIAL DE FERREÑAFE,LAMBAYEQUE,PROVINCIA,37715,"22,139","425,406",45.70,"194,479"
090201-300809: MUNICIPALIDAD PROVINCIAL DE ACOBAMBA,HUANCAVELICA,PROVINCIA,9652,0,"830,239",44.90,"372,705"
210207-301614: MUNICIPALIDAD DISTRITAL DE JOSE DOMINGO CHOQUEHUANCA,PUNO,DISTRITO,4767,"39,836","654,425",42.50,"278,033"
150134-301283: MUNICIPALIDAD DISTRITAL DE SAN LUIS,LIMA,DISTRITO,55793,"105,478","378,778",40.00,"151,403"
021302-300182: MUNICIPALIDAD DISTRITAL DE CASCA,ANCASH,DISTRITO,4015,"700,000","2,648,292",39.50,"1,044,771"
021005-300154: MUNICIPALIDAD DISTRITAL DE HUACACHI,ANCASH,DISTRITO,1841,0,"3,017,147",39.00,"1,178,141"
130806-301181: MUNICIPALIDAD DISTRITAL DE HUAYO,LA LIBERTAD,DISTRITO,3762,0,"2,047,917",38.50,"788,529"
030708-300324: MUNICIPALIDAD DISTRITAL DE PROGRESO,APURIMAC,DISTRITO,3222,"35,000","1,101,556",36.30,"399,884"
060907-300641: MUNICIPALIDAD DISTRITAL DE TABACONAS,CAJAMARCA,DISTRITO,19954,0,"937,474",34.80,"326,369"
022003-300245: MUNICIPALIDAD DISTRITAL DE MANCOS,ANCASH,DISTRITO,6881,0,"2,207,391",33.90,"748,926"
090102-300793: MUNICIPALIDAD DISTRITAL DE ACOBAMBILLA,HUANCAVELICA,DISTRITO,1909,0,"1,379,997",29.70,"409,776"
090509-300850: MUNICIPALIDAD DISTRITAL DE SAN PEDRO DE CORIS,HUANCAVELICA,DISTRITO,3535,0,"1,165,990",29.50,"344,492"
021001-300150: MUNICIPALIDAD PROVINCIAL DE HUARI,ANCASH,PROVINCIA,9803,"1,227,958","5,744,125",29.30,"1,685,165"
090719-301860: MUNICIPALIDAD DISTRITAL DE QUICHUAS,HUANCAVELICA,DISTRITO,4281,"5,000","1,182,928",28.80,"340,617"
020802-300140: MUNICIPALIDAD DISTRITAL DE BUENA VISTA ALTA,ANCASH,DISTRITO,5413,0,"1,092,275",28.40,"310,154"
130804-301179: MUNICIPALIDAD DISTRITAL DE HUANCASPATA,LA LIBERTAD,DISTRITO,6142,"1,170,000","1,684,816",27.90,"469,593"
060803-300625: MUNICIPALIDAD DISTRITAL DE CHONTALI,CAJAMARCA,DISTRITO,10391,0,"768,427",27.70,"212,700"
120601-301090: MUNICIPALIDAD PROVINCIAL DE SATIPO,JUNIN,PROVINCIA,42647,0,"552,568",25.70,"141,770"
040303-300370: MUNICIPALIDAD DISTRITAL DE ATICO,AREQUIPA,DISTRITO,5962,"13,144","3,083,406",23.60,"728,430"
060202-300563: MUNICIPALIDAD DISTRITAL DE CACHACHI,CAJAMARCA,DISTRITO,25575,0,"607,331",23.20,"140,897"
080707-300738: MUNICIPALIDAD DISTRITAL DE QUIÑOTA,CUSCO ,DISTRITO,4010,0,"2,437,195",20.40,"495,963"
050510-301851: MUNICIPALIDAD DISTRITAL DE ANCHIHUAY,AYACUCHO,DISTRITO,4345,0,"1,242,879",19.60,"243,387"
150143-301292: MUNICIPALIDAD DISTRITAL DE VILLA MARIA DEL TRIUNFO,LIMA,DISTRITO,437992,"20,000","20,000",17.50,"3,504"
021901-300233: MUNICIPALIDAD PROVINCIAL DE SIHUAS,ANCASH,PROVINCIA,28630,"25,000","848,040",16.50,"140,083"
040202-300361: MUNICIPALIDAD DISTRITAL DE JOSE MARIA QUIMPER,AREQUIPA,DISTRITO,4710,"622,246","2,013,413",14.80,"297,301"
090701-300868: MUNICIPALIDAD PROVINCIAL DE TAYACAJA - PAMPAS,HUANCAVELICA,PROVINCIA,11278,0,"798,455",14.10,"112,400"
040127-300357: MUNICIPALIDAD DISTRITAL DE YARABAMBA,AREQUIPA,DISTRITO,1528,"5,000,000","23,849,553",13.60,"3,252,262"
230105-301782: MUNICIPALIDAD DISTRITAL DE INCLAN,TACNA,DISTRITO,2688,0,"2,447,912",11.80,"289,912"
250201-301822: MUNICIPALIDAD PROVINCIAL DE ATALAYA - RAYMONDI,UCAYALI,PROVINCIA,61049,0,"469,177",8.80,"41,229"
020606-300130: MUNICIPALIDAD DISTRITAL DE MARCARA,ANCASH,DISTRITO,10782,0,"570,600",8.60,"49,278"
021201-300171: MUNICIPALIDAD PROVINCIAL DE HUAYLAS - CARAZ,ANCASH,PROVINCIA,1697,"90,957","3,389,262",8.00,"270,073"
150605-301331: MUNICIPALIDAD DISTRITAL DE CHANCAY,LIMA,DISTRITO,60774,"35,000","131,393",8.00,"10,539"
110506-301000: MUNICIPALIDAD DISTRITAL DE SAN ANDRES,ICA,DISTRITO,15995,"255,000","501,663",7.50,"37,400"
021007-300156: MUNICIPALIDAD DISTRITAL DE HUACHIS,ANCASH,DISTRITO,3589,0,"2,880,938",6.80,"195,025"
100102-300886: MUNICIPALIDAD DISTRITAL DE AMARILIS,HUANUCO,DISTRITO,88636,0,"234,821",6.80,"16,000"
200605-301577: MUNICIPALIDAD DISTRITAL DE MARCAVELICA,PIURA,DISTRITO,29569,"665,000","918,422",6.00,"55,055"
061104-300652: MUNICIPALIDAD DISTRITAL DE CATILLUC,CAJAMARCA,DISTRITO,2813,0,"1,199,641",4.30,"51,069"
210208-301615: MUNICIPALIDAD DISTRITAL DE MUÑANI,PUNO,DISTRITO,6867,"535,000","1,127,015",3.10,"34,400"
130704-301174: MUNICIPALIDAD DISTRITAL DE PACASMAYO,LA LIBERTAD,DISTRITO,32161,0,"678,442",2.90,"20,000"
021004-300153: MUNICIPALIDAD DISTRITAL DE CHAVIN DE HUANTAR,ANCASH,DISTRITO,8462,"1,305,218","2,724,748",2.80,"75,981"
040201-300360: MUNICIPALIDAD PROVINCIAL DE CAMANA,AREQUIPA,PROVINCIA,61708,"6,800","145,156",2.40,"3,500"
060607-300611: MUNICIPALIDAD DISTRITAL DE QUEROCOTILLO,CAJAMARCA,DISTRITO,13416,0,"521,690",1.50,"7,753"
200105-301531: MUNICIPALIDAD DISTRITAL DE CATACAOS,PIURA,DISTRITO,75038,"9,000","321,852",0.90,"3,000"
060204-300565: MUNICIPALIDAD DISTRITAL DE SITACOCHA,CAJAMARCA,DISTRITO,8042,0,"1,683,024",0.40,"7,055"
200503-301568: MUNICIPALIDAD DISTRITAL DE EL ARENAL,PIURA,DISTRITO,1092,"45,605","1,249,526",0.20,"3,000"
090101-300792: MUNICIPALIDAD PROVINCIAL DE HUANCAVELICA,HUANCAVELICA,PROVINCIA,365317,0,"36,883",0.00,0
130111-301137: MUNICIPALIDAD DISTRITAL DE VICTOR LARCO HERRERA,LA LIBERTAD,DISTRITO,78304,"57,000","394,600",0.00,0
150501-301311: MUNICIPALIDAD PROVINCIAL DE CAÑETE - SAN VICENTE DE CAÑETE,LIMA,PROVINCIA,59323,0,"101,650",0.00,0
150705-301343: MUNICIPALIDAD DISTRITAL DE CHICLA,LIMA,DISTRITO,3222,"2,127,685","1,052,958",0.00,0
200101-301529: MUNICIPALIDAD PROVINCIAL DE PIURA,PIURA,PROVINCIA,799321,"47,400","47,400",0.00,0
200104-301530: MUNICIPALIDAD DISTRITAL DE CASTILLA,PIURA,DISTRITO,154196,"1,200,000","58,000",0.00,0
200304-301551: MUNICIPALIDAD DISTRITAL DE HUARMACA,PIURA,DISTRITO,35548,0,"674,091",0.00,0
200601-301573: MUNICIPALIDAD PROVINCIAL DE SULLANA,PIURA,PROVINCIA,307936,0,"6,700",0.00,0
250107-301844: MUNICIPALIDAD DISTRITAL DE MANANTAY,UCAYALI,DISTRITO,107364,"10,000","38,243",0.00,0
061309-300674: MUNICIPALIDAD DISTRITAL DE SEXI,CAJAMARCA,DISTRITO,437,0,"70,849",90.00,"63,729"
180206-301492: MUNICIPALIDAD DISTRITAL DE LLOQUE,MOQUEGUA,DISTRITO,570,0,"30,600",85.30,"26,100"
081004-300761: MUNICIPALIDAD DISTRITAL DE COLCHA,CUSCO ,DISTRITO,948,0,"36,500",82.20,"30,000"
010511-300053: MUNICIPALIDAD DISTRITAL DE MARIA,AMAZONAS,DISTRITO,776,0,"23,320",81.50,"19,000"
050807-300514: MUNICIPALIDAD DISTRITAL DE PARARCA,AYACUCHO,DISTRITO,392,"5,000","297,084",79.90,"237,476"
210807-301669: MUNICIPALIDAD DISTRITAL DE ORURILLO,PUNO,DISTRITO,7579,"29,500","88,332",79.80,"70,451"
220204-301710: MUNICIPALIDAD DISTRITAL DE HUALLAGA,SAN MARTIN,DISTRITO,2735,0,"96,024",78.20,"75,122"
100311-300905: MUNICIPALIDAD DISTRITAL DE MARIAS,HUANUCO,DISTRITO,5547,0,"9,043",77.90,"7,042"
030707-300323: MUNICIPALIDAD DISTRITAL DE PATAYPAMPA,APURIMAC,DISTRITO,794,0,"252,800",77.50,"195,933"
120705-301102: MUNICIPALIDAD DISTRITAL DE LA UNION,JUNIN,DISTRITO,3650,0,"28,400",77.50,"22,000"
090402-300830: MUNICIPALIDAD DISTRITAL DE ARMA,HUANCAVELICA,DISTRITO,972,0,"316,744",76.90,"243,541"
090603-300854: MUNICIPALIDAD DISTRITAL DE CORDOVA,HUANCAVELICA,DISTRITO,927,"25,000","140,275",76.80,"107,680"
230403-301798: MUNICIPALIDAD DISTRITAL DE ESTIQUE,TACNA,DISTRITO,219,0,"192,581",76.20,"146,758"
090110-300801: MUNICIPALIDAD DISTRITAL DE MANTA,HUANCAVELICA,DISTRITO,917,"6,203","231,027",76.10,"175,822"
200803-301589: MUNICIPALIDAD DISTRITAL DE BERNAL,PIURA,DISTRITO,7674,0,"75,013",76.00,"57,000"
021704-300217: MUNICIPALIDAD DISTRITAL DE HUAYLLAPAMPA,ANCASH,DISTRITO,580,"137,065","331,551",75.70,"250,878"
150807-301377: MUNICIPALIDAD DISTRITAL DE LEONCIO PRADO,LIMA,DISTRITO,1932,"10,000","74,825",75.20,"56,247"
100506-300921: MUNICIPALIDAD DISTRITAL DE MIRAFLORES,HUANUCO,DISTRITO,3124,0,"32,000",75.00,"24,000"
151011-301399: MUNICIPALIDAD DISTRITAL DE COLONIA,LIMA,DISTRITO,1088,0,"20,340",74.10,"15,070"
040311-300378: MUNICIPALIDAD DISTRITAL DE LOMAS,AREQUIPA,DISTRITO,1580,0,"39,571",73.80,"29,198"
021407-300195: MUNICIPALIDAD DISTRITAL DE LLIPA,ANCASH,DISTRITO,233,0,"308,245",73.70,"227,021"
210211-301618: MUNICIPALIDAD DISTRITAL DE SAN ANTON,PUNO,DISTRITO,7352,"20,000","30,767",73.70,"22,689"
050911-300528: MUNICIPALIDAD DISTRITAL DE SORAS,AYACUCHO,DISTRITO,1017,0,"24,722",73.00,"18,050"
210111-301603: MUNICIPALIDAD DISTRITAL DE PICHACANI,PUNO,DISTRITO,6026,"5,500","31,900",71.90,"22,950"
150138-301287: MUNICIPALIDAD DISTRITAL DE SANTA MARIA DEL MAR,LIMA,DISTRITO,1142,"71,650","51,296",71.80,"36,807"
010118-300018: MUNICIPALIDAD DISTRITAL DE SAN FRANCISCO DE DAGUAS,AMAZONAS,DISTRITO,323,0,"176,300",70.00,"123,458"
040305-300372: MUNICIPALIDAD DISTRITAL DE BELLA UNION,AREQUIPA,DISTRITO,2978,0,"64,647",70.00,"45,279"
010703-300080: MUNICIPALIDAD DISTRITAL DE CUMBA,AMAZONAS,DISTRITO,8760,"234,157","7,205",69.40,"5,000"
081304-300788: MUNICIPALIDAD DISTRITAL DE MACHUPICCHU,CUSCO ,DISTRITO,5704,"1,260,259","63,785",68.70,"43,800"
210806-301668: MUNICIPALIDAD DISTRITAL DE NUÑOA,PUNO,DISTRITO,8374,"59,204","31,479",67.60,"21,279"
081009-300766: MUNICIPALIDAD DISTRITAL DE YAURISQUE,CUSCO ,DISTRITO,1931,"5,000","42,000",66.70,"28,000"
080804-300743: MUNICIPALIDAD DISTRITAL DE OCORURO,CUSCO ,DISTRITO,995,0,"388,845",65.20,"253,623"
210707-301659: MUNICIPALIDAD DISTRITAL DE PARATIA,PUNO,DISTRITO,2510,"114,841","23,490",64.90,"15,237"
120207-301037: MUNICIPALIDAD DISTRITAL DE HEROINAS TOLEDO,JUNIN,DISTRITO,949,0,"306,772",63.70,"195,491"
211305-301698: MUNICIPALIDAD DISTRITAL DE OLLARAYA,PUNO,DISTRITO,2579,"40,000","87,000",63.40,"55,144"
021306-300186: MUNICIPALIDAD DISTRITAL DE LLUMPA,ANCASH,DISTRITO,6315,"235,280","153,900",59.30,"91,200"
010509-300051: MUNICIPALIDAD DISTRITAL DE LUYA,AMAZONAS,DISTRITO,4118,0,"378,603",59.20,"224,203"
211003-301678: MUNICIPALIDAD DISTRITAL DE PEDRO VILCA APAZA,PUNO,DISTRITO,1916,"22,000","203,851",58.60,"119,540"
060609-300613: MUNICIPALIDAD DISTRITAL DE SAN JUAN DE CUTERVO,CAJAMARCA,DISTRITO,1856,"50,000","291,487",56.10,"163,533"
040118-300348: MUNICIPALIDAD DISTRITAL DE SAN JUAN DE SIGUAS,AREQUIPA,DISTRITO,7478,0,"309,135",55.50,"171,700"
200305-301552: MUNICIPALIDAD DISTRITAL DE LALAQUIZ,PIURA,DISTRITO,3871,0,"480,102",54.10,"259,852"
040706-300428: MUNICIPALIDAD DISTRITAL DE PUNTA DE BOMBON,AREQUIPA,DISTRITO,6464,"836,000","132,457",52.80,"70,000"
010514-300056: MUNICIPALIDAD DISTRITAL DE PISUQUIA,AMAZONAS,DISTRITO,5075,0,"272,000",52.30,"142,301"
040119-300349: MUNICIPALIDAD DISTRITAL DE SAN JUAN DE TARUCANI,AREQUIPA,DISTRITO,1299,"380,000","313,375",52.20,"163,585"
200109-301534: MUNICIPALIDAD DISTRITAL DE LA ARENA,PIURA,DISTRITO,1136,"25,000","329,875",52.10,"172,018"
030202-300261: MUNICIPALIDAD DISTRITAL DE ANDARAPA,APURIMAC,DISTRITO,5565,"223,000","433,120",50.70,"219,459"
110113-300972: MUNICIPALIDAD DISTRITAL DE TATE,ICA,DISTRITO,5184,"18,500","445,963",49.20,"219,367"
060503-300599: MUNICIPALIDAD DISTRITAL DE CUPISNIQUE,CAJAMARCA,DISTRITO,1402,0,"112,853",49.00,"55,321"
050602-300480: MUNICIPALIDAD DISTRITAL DE AUCARA,AYACUCHO,DISTRITO,2665,"5,000","112,655",48.10,"54,195"
